Date,Price,Open,High,Low,Vol.,Change %
01/21/2020,"1,557.90","1,557.30","1,568.80","1,546.00",462.62K,0.00%
01/20/2020,"1,557.90","1,557.30","1,568.80","1,546.00",462.62K,-0.15%
01/17/2020,"1,560.30","1,553.00","1,561.40","1,549.30",264.93K,0.63%
01/16/2020,"1,550.50","1,556.60","1,558.20","1,548.00",260.05K,-0.23%
01/15/2020,"1,554.00","1,546.80","1,558.80","1,546.50",310.07K,0.61%
01/14/2020,"1,544.60","1,548.60","1,549.50","1,536.40",340.91K,-0.39%
01/13/2020,"1,550.60","1,563.00","1,563.10","1,547.00",311.73K,-0.61%
01/10/2020,"1,560.10","1,553.40","1,564.10","1,546.70",344.34K,0.37%
01/09/2020,"1,554.30","1,557.70","1,562.40","1,541.00",372.88K,-0.38%
01/08/2020,"1,560.20","1,578.80","1,613.30","1,553.40",813.41K,-0.90%
01/07/2020,"1,574.30","1,567.40","1,579.20","1,557.00",435.87K,0.35%
01/06/2020,"1,568.80","1,562.70","1,590.90","1,562.30",558.97K,1.06%
01/03/2020,"1,552.40","1,531.70","1,556.60","1,530.40",436.74K,1.59%
01/02/2020,"1,528.10","1,521.00","1,534.00","1,519.70",270.55K,0.33%
